date,year,region,measures,unit,index_value
2005-05,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",126.7
2005-05,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",123.6
2005-05,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
2005-05,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-05,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2005-05,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-06,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",104.8
2005-06,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",104.8
2005-06,2005,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.6
2005-06,2005,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",106.6
2005-06,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",106.3
2005-06,2005,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",127.2
2005-06,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",123.8
2005-06,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",127
2005-06,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",123.7
2005-06,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
2005-06,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-06,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2005-06,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-07,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",104.7
2005-07,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",104.8
2005-07,2005,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7
2005-07,2005,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",106.8
2005-07,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",106.5
2005-07,2005,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",127.5
2005-07,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",123.7
2005-07,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",127.4
2005-07,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",123.7
2005-07,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
2005-07,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-07,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2005-07,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-08,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",104.9
2005-08,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",105
2005-08,2005,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9
2005-08,2005,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",107.2
2005-08,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",107
2005-08,2005,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",128
2005-08,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",123.9
2005-08,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",127.9
2005-08,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",124
2005-08,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
2005-08,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-08,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2005-08,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-09,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",105.3
2005-09,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",105.1
2005-09,2005,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.1
2005-09,2005,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",108.1
2005-09,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",108
2005-09,2005,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",129.1
2005-09,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",124.4
2005-09,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",128.9
2005-09,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",124.3
2005-09,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
2005-09,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-09,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2005-09,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-10,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",105.2
2005-10,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",105.2
2005-10,2005,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8
2005-10,2005,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",107.6
2005-10,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",107.8
2005-10,2005,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",128.5
2005-10,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",124.3
2005-10,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",128.5
2005-10,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",124.3
2005-10,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
2005-10,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-10,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2005-10,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-11,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",105.7
2005-11,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",105.5
2005-11,2005,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7
2005-11,2005,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",107.4
2005-11,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",107.6
2005-11,2005,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",128.2
2005-11,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",124.8
2005-11,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",128.4
2005-11,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",124.6
2005-11,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
2005-11,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-11,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2005-11,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-12,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",105.6
2005-12,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",105.6
2005-12,2005,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7
2005-12,2005,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",107.3
2005-12,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",107.7
2005-12,2005,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",128.1
2005-12,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",124.7
2005-12,2005,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",128.6
2005-12,2005,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",124.7
2005-12,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
2005-12,2005,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2005-12,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2005-12,2005,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-01,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",105.4
2006-01,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",105.8
2006-01,2006,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9
2006-01,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",107.9
2006-01,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",108.6
2006-01,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",128.8
2006-01,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",124.5
2006-01,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",129.2
2006-01,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",124.8
2006-01,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
2006-01,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-01,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2006-01,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-02,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",105.7
2006-02,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",105.9
2006-02,2006,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7
2006-02,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",107.7
2006-02,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",108.2
2006-02,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",128.6
2006-02,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",124.9
2006-02,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",128.9
2006-02,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",125
2006-02,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
2006-02,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-02,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2006-02,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-03,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",106.2
2006-03,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",106.1
2006-03,2006,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7
2006-03,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",108.3
2006-03,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",108.3
2006-03,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",129.3
2006-03,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",125.4
2006-03,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",129.3
2006-03,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",125.2
2006-03,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
2006-03,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-03,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2006-03,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-04,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",106.2
2006-04,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",106.2
2006-04,2006,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.6
2006-04,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",108.9
2006-04,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",108.8
2006-04,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",130
2006-04,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",125.4
2006-04,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",129.9
2006-04,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",125.5
2006-04,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
2006-04,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-04,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2006-04,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-05,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",106.6
2006-05,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",106.4
2006-05,2006,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2
2006-05,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",109.4
2006-05,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",108.9
2006-05,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",130.6
2006-05,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",125.9
2006-05,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",130.2
2006-05,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",125.7
2006-05,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
2006-05,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-05,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2006-05,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-06,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",106.3
2006-06,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",106.3
2006-06,2006,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7
2006-06,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",109.2
2006-06,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",108.8
2006-06,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",130.4
2006-06,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",125.6
2006-06,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",130.2
2006-06,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",125.7
2006-06,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
2006-06,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-06,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2006-06,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-07,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",106.7
2006-07,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",106.8
2006-07,2006,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9
2006-07,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",109.8
2006-07,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",109.4
2006-07,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",131.1
2006-07,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",126.1
2006-07,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",130.8
2006-07,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",126.1
2006-07,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,-0.5
2006-07,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,-0.5
2006-07,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,-0.5
2006-07,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,-0.5
2006-08,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",107
2006-08,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",107.1
2006-08,2006,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9
2006-08,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",110
2006-08,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",109.6
2006-08,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",131.3
2006-08,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",126.3
2006-08,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",130.9
2006-08,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",126.5
2006-08,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,-0.5
2006-08,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,-0.5
2006-08,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2006-08,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-09,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",107.6
2006-09,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",107.3
2006-09,2006,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7
2006-09,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",109.4
2006-09,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",109.2
2006-09,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",130.6
2006-09,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",127.1
2006-09,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",130.5
2006-09,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",126.9
2006-09,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,-0.5
2006-09,2006,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,-0.5
2006-09,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
2006-09,2006,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
2006-10,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",107.7
2006-10,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",107.6
2006-10,2006,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9
2006-10,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",109.2
2006-10,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",109.3
2006-10,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",130.3
2006-10,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",127.2
2006-10,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",130.4
2006-10,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",127.1
2006-11,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",107.9
2006-11,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",107.7
2006-11,2006,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2
2006-11,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",109.5
2006-11,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",109.7
2006-11,2006,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",130.7
2006-11,2006,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",127.4
2006-11,2006,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",130.9
