date,year,region,measures,unit,index_value,percentage
2013-11,2013,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",117.5,-17.50%
2013-11,2013,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",117.5,-17.50%
2013-11,2013,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.1,1.10%
2013-11,2013,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",122.8,-22.80%
2013-11,2013,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",123,-23.00%
2013-12,2013,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",117.1,-17.10%
2013-12,2013,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",117.8,-17.80%
2013-12,2013,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.3,1.30%
2013-12,2013,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",122.5,-22.50%
2013-12,2013,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",123.4,-23.40%
2014-01,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",117.3,-17.30%
2014-01,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",118,-18.00%
2014-01,2014,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.5,1.50%
2014-01,2014,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",122.9,-22.90%
2014-01,2014,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",123.7,-23.70%
2014-02,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",118.2,-18.20%
2014-02,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",118.3,-18.30%
2014-02,2014,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.2,1.20%
2014-02,2014,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",123.8,-23.80%
2014-02,2014,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",124,-24.00%
2014-03,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",118.6,-18.60%
2014-03,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",118.3,-18.30%
2014-03,2014,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.3,1.30%
2014-03,2014,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",124.5,-24.50%
2014-03,2014,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",124.2,-24.20%
2014-04,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",118.8,-18.80%
2014-04,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",118.5,-18.50%
2014-04,2014,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.6,1.60%
2014-04,2014,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",124.9,-24.90%
2014-04,2014,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",124.7,-24.70%
2014-05,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",119.1,-19.10%
2014-05,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",118.7,-18.70%
2014-05,2014,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
2014-05,2014,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",125.5,-25.50%
2014-05,2014,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",124.8,-24.80%
2014-06,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",119.1,-19.10%
2014-06,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",118.9,-18.90%
2014-06,2014,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9,1.90%
2014-06,2014,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",125.5,-25.50%
2014-06,2014,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",125,-25.00%
2014-07,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",118.9,-18.90%
2014-07,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",119,-19.00%
2014-07,2014,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7,1.70%
2014-07,2014,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",125.3,-25.30%
2014-07,2014,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",125,-25.00%
2014-08,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",119.4,-19.40%
2014-08,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",119.5,-19.50%
2014-08,2014,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
2014-08,2014,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",125.3,-25.30%
2014-08,2014,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",125.1,-25.10%
2014-09,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",119.7,-19.70%
2014-09,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",119.5,-19.50%
2014-09,2014,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9,1.90%
2014-09,2014,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",125.4,-25.40%
2014-09,2014,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",125.3,-25.30%
2014-10,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",120.2,-20.20%
2014-10,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",119.8,-19.80%
2014-10,2014,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2,2.00%
2014-10,2014,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",125.5,-25.50%
2014-10,2014,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",125.5,-25.50%
2014-11,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",119.8,-19.80%
2014-11,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",119.9,-19.90%
2014-11,2014,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2,2.00%
2014-11,2014,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",125,-25.00%
2014-11,2014,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",125.3,-25.30%
2014-12,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",119.3,-19.30%
2014-12,2014,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",120.1,-20.10%
2014-12,2014,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
2014-12,2014,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",124.2,-24.20%
2014-12,2014,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",125.1,-25.10%
2015-01,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",119.5,-19.50%
2015-01,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",120.2,-20.20%
2015-01,2015,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9,1.90%
2015-01,2015,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",123.9,-23.90%
2015-01,2015,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",124.7,-24.70%
2015-02,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",120.3,-20.30%
2015-02,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",120.4,-20.40%
2015-02,2015,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9,1.90%
2015-02,2015,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",125,-25.00%
2015-02,2015,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",125.2,-25.20%
2015-03,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",121,-21.00%
2015-03,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",120.7,-20.70%
2015-03,2015,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2,2.00%
2015-03,2015,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",125.9,-25.90%
2015-03,2015,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",125.6,-25.60%
2015-04,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",121,-21.00%
2015-04,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",120.8,-20.80%
2015-04,2015,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
2015-04,2015,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",125.8,-25.80%
2015-04,2015,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",125.5,-25.50%
2015-05,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",121.3,-21.30%
2015-05,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",121,-21.00%
2015-05,2015,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
2015-05,2015,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",126.5,-26.50%
2015-05,2015,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",125.9,-25.90%
2015-06,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",121.3,-21.30%
2015-06,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",121.1,-21.10%
2015-06,2015,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9,1.90%
2015-06,2015,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",126.8,-26.80%
2015-06,2015,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",126.4,-26.40%
2015-07,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",121.3,-21.30%
2015-07,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",121.4,-21.40%
2015-07,2015,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2,2.00%
2015-07,2015,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",126.9,-26.90%
2015-07,2015,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",126.6,-26.60%
2015-08,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",121.5,-21.50%
2015-08,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",121.6,-21.60%
2015-08,2015,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9,1.90%
2015-08,2015,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",126.9,-26.90%
2015-08,2015,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",126.7,-26.70%
2015-09,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",121.9,-21.90%
2015-09,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",121.8,-21.80%
2015-09,2015,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
2015-09,2015,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",126.7,-26.70%
2015-09,2015,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",126.6,-26.60%
2015-10,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",122.2,-22.20%
2015-10,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",121.9,-21.90%
2015-10,2015,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
2015-10,2015,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",126.8,-26.80%
2015-10,2015,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",126.8,-26.80%
2015-11,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",121.9,-21.90%
2015-11,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",122,-22.00%
2015-11,2015,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
2015-11,2015,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",126.7,-26.70%
2015-11,2015,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",127,-27.00%
2015-12,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",121.3,-21.30%
2015-12,2015,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",122.1,-22.10%
2015-12,2015,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
2015-12,2015,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",126.1,-26.10%
2015-12,2015,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",127.1,-27.10%
2016-01,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",121.6,-21.60%
2016-01,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",122.3,-22.30%
2016-01,2016,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9,1.90%
2016-01,2016,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",126.4,-26.40%
2016-01,2016,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",127.2,-27.20%
2016-02,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",122.3,-22.30%
2016-02,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",122.3,-22.30%
2016-02,2016,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7,1.70%
2016-02,2016,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",126.7,-26.70%
2016-02,2016,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",126.9,-26.90%
2016-03,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",123.1,-23.10%
2016-03,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",122.8,-22.80%
2016-03,2016,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7,1.70%
2016-03,2016,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",127.5,-27.50%
2016-03,2016,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",127.2,-27.20%
2016-04,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",123.3,-23.30%
2016-04,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",123.1,-23.10%
2016-04,2016,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
2016-04,2016,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",127.8,-27.80%
2016-04,2016,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",127.4,-27.40%
2016-05,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",123.8,-23.80%
2016-05,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",123.4,-23.40%
2016-05,2016,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
2016-05,2016,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",128.3,-28.30%
2016-05,2016,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",127.7,-27.70%
2016-06,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",123.9,-23.90%
2016-06,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",123.6,-23.60%
2016-06,2016,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
2016-06,2016,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",128.6,-28.60%
2016-06,2016,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",128.1,-28.10%
2016-07,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",123.7,-23.70%
2016-07,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",123.7,-23.70%
2016-07,2016,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.6,1.60%
2016-07,2016,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",128.4,-28.40%
2016-07,2016,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",128,-28.00%
2016-08,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",123.7,-23.70%
2016-08,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",123.8,-23.80%
2016-08,2016,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.5,1.50%
2016-08,2016,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",128.2,-28.20%
2016-08,2016,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",128,-28.00%
2016-09,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",124.2,-24.20%
2016-09,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",124,-24.00%
2016-09,2016,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.5,1.50%
2016-09,2016,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",128.3,-28.30%
2016-09,2016,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",128.2,-28.20%
2016-10,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",124.4,-24.40%
2016-10,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",124,-24.00%
2016-10,2016,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.5,1.50%
2016-10,2016,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",128.6,-28.60%
2016-10,2016,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",128.5,-28.50%
2016-11,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",123.9,-23.90%
2016-11,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",124,-24.00%
2016-11,2016,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.3,1.30%
2016-11,2016,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",128.1,-28.10%
2016-11,2016,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",128.4,-28.40%
2016-12,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",123.4,-23.40%
2016-12,2016,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",124.3,-24.30%
2016-12,2016,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,1.40%
2016-12,2016,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",127.9,-27.90%
2016-12,2016,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",128.9,-28.90%
2017-01,2017,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",124.2,-24.20%
2017-01,2017,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",124.8,-24.80%
2017-01,2017,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.6,1.60%
2017-01,2017,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",128.9,-28.90%
2017-01,2017,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",129.7,-29.70%
2017-02,2017,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",124.7,-24.70%
2017-02,2017,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",124.8,-24.80%
2017-02,2017,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.5,1.50%
2017-02,2017,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",129.1,-29.10%
